date,doctor_id,count
2021-10-12,9740afb3-f206-4f48-9a2c-cd97d6111cd6,4
2021-10-13,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,2
2021-10-14,9740afb3-f206-4f48-9a2c-cd97d6111cd6,4
2021-10-15,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,3
2021-10-18,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,4
2021-10-19,9740afb3-f206-4f48-9a2c-cd97d6111cd6,3
2021-10-20,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,6
2021-10-21,9740afb3-f206-4f48-9a2c-cd97d6111cd6,3
2021-10-22,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,4
2021-10-25,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,3
2021-10-26,9740afb3-f206-4f48-9a2c-cd97d6111cd6,2
2021-10-27,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,5
2021-10-28,9740afb3-f206-4f48-9a2c-cd97d6111cd6,2
2021-10-29,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,5
2021-11-01,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,8
2021-11-02,9740afb3-f206-4f48-9a2c-cd97d6111cd6,4
2021-11-03,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,5
2021-11-05,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,5
2021-11-08,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,5
2021-11-09,9740afb3-f206-4f48-9a2c-cd97d6111cd6,5
2021-11-10,9740afb3-f206-4f48-9a2c-cd97d6111cd6,4
2021-11-11,9740afb3-f206-4f48-9a2c-cd97d6111cd6,4
2021-11-12,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,5
2021-11-15,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,6
2021-11-16,9740afb3-f206-4f48-9a2c-cd97d6111cd6,6
2021-11-17,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,6
2021-11-18,9740afb3-f206-4f48-9a2c-cd97d6111cd6,2
2021-11-19,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,3
2021-11-22,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,4
2021-11-23,9740afb3-f206-4f48-9a2c-cd97d6111cd6,5
2021-11-24,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,3
2021-11-25,9740afb3-f206-4f48-9a2c-cd97d6111cd6,2
2021-11-29,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,5
2021-11-30,9740afb3-f206-4f48-9a2c-cd97d6111cd6,2
2021-12-01,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,3
2021-12-02,9740afb3-f206-4f48-9a2c-cd97d6111cd6,4
2021-12-03,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,4
2021-12-06,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,6
2021-12-07,9740afb3-f206-4f48-9a2c-cd97d6111cd6,4
2021-12-08,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,7
2021-12-09,9740afb3-f206-4f48-9a2c-cd97d6111cd6,4
2021-12-10,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,6
2021-12-13,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,3
2021-12-14,9740afb3-f206-4f48-9a2c-cd97d6111cd6,3
2021-12-15,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,4
2021-12-16,9740afb3-f206-4f48-9a2c-cd97d6111cd6,3
2021-12-17,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,5
2021-12-20,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,5
2021-12-21,9740afb3-f206-4f48-9a2c-cd97d6111cd6,3
2021-12-22,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,3
2021-12-23,9740afb3-f206-4f48-9a2c-cd97d6111cd6,4
2021-12-27,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,5
2021-12-28,9740afb3-f206-4f48-9a2c-cd97d6111cd6,5
2021-12-29,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,4
2021-12-30,9740afb3-f206-4f48-9a2c-cd97d6111cd6,6
2021-12-31,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,4
2022-01-03,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,6
2022-01-04,9740afb3-f206-4f48-9a2c-cd97d6111cd6,4
2022-01-05,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,4
2022-01-07,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,7
2022-01-10,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,5
2022-01-11,9740afb3-f206-4f48-9a2c-cd97d6111cd6,4
2022-01-12,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,5
2022-01-13,9740afb3-f206-4f48-9a2c-cd97d6111cd6,7
2022-01-14,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,6
2022-01-17,9740afb3-f206-4f48-9a2c-cd97d6111cd6,4
2022-01-18,9740afb3-f206-4f48-9a2c-cd97d6111cd6,2
2022-01-19,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,5
2022-01-20,9740afb3-f206-4f48-9a2c-cd97d6111cd6,4
2022-01-21,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,4
2022-01-24,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,3
2022-01-25,9740afb3-f206-4f48-9a2c-cd97d6111cd6,2
2022-01-26,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,4
2022-01-27,9740afb3-f206-4f48-9a2c-cd97d6111cd6,4
2022-01-28,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,3
2022-01-31,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,5
2022-02-02,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,5
2022-02-03,9740afb3-f206-4f48-9a2c-cd97d6111cd6,2
2022-02-04,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,3
2022-02-07,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,5
2022-02-08,9740afb3-f206-4f48-9a2c-cd97d6111cd6,4
2022-02-09,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,3
2022-02-10,9740afb3-f206-4f48-9a2c-cd97d6111cd6,3
2022-02-11,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,4
2022-02-14,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,4
2022-02-15,9740afb3-f206-4f48-9a2c-cd97d6111cd6,4
2022-02-16,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,4
2022-02-17,9740afb3-f206-4f48-9a2c-cd97d6111cd6,4
2022-02-18,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,4
2022-02-21,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,5
2022-02-22,9740afb3-f206-4f48-9a2c-cd97d6111cd6,2
2022-02-23,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,3
2022-02-24,9740afb3-f206-4f48-9a2c-cd97d6111cd6,2
2022-02-25,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,5
2022-02-28,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,4
2022-03-01,9740afb3-f206-4f48-9a2c-cd97d6111cd6,4
2022-03-02,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,3
2022-03-03,9740afb3-f206-4f48-9a2c-cd97d6111cd6,4
2022-03-04,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,4
2022-03-07,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,5
2022-03-08,9740afb3-f206-4f48-9a2c-cd97d6111cd6,5
2022-03-09,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,8
2022-03-10,9740afb3-f206-4f48-9a2c-cd97d6111cd6,4
2022-03-11,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,6
2022-03-14,357b2d91-6dd1-48eb-90aa-30afc26c9ac6,6
2022-03-15,9740afb3-f206-4f48-9a2c-cd97d6111cd6,8
